Modelo,Silhouette,Calinski-Harabasz,Davies-Bouldin
KMeans,0.1097959570205902,9213.521021498555,2.440575025396296
MiniBatchKMeans,0.097768599512452,8326.397577756827,2.2480353008832292
DBSCAN,0.5354423157715539,56.540889021631614,0.8743032602694258
GaussianMixture,0.01495358914191564,4153.435907041633,3.8853059184512513
